i,zad,N,np,real_N,time
2,1,50,4,52,0.048599278554320335
2,1,50,3,51,0.06481587514281273
2,1,50,2,50,0.06186411716043949
2,1,50,1,50,0.0987191740423441
3,1,2500,12,2508,23.444372477009892
3,1,2500,11,2508,25.668962590396404
3,1,2500,10,2500,27.297211380675435
3,1,2500,9,2502,29.838770676404238
3,1,2500,8,2504,32.976381704211235
3,1,2500,7,2506,38.3729094453156
3,1,2500,6,2502,42.71140778064728
3,1,2500,5,2500,51.65118284896016
3,1,2500,4,2500,67.1014357432723
3,1,2500,3,2502,86.4745728187263
3,1,2500,2,2500,127.66983606852591
3,1,2500,1,2500,193.66212824732065
3,1,500,12,504,1.0282138995826244
3,1,500,11,506,1.0350435841828585
3,1,500,10,500,1.1036501862108707
3,1,500,9,504,1.2854578234255314
3,1,500,8,504,1.4662646539509296
3,1,500,7,504,1.6077025681734085
3,1,500,6,504,1.7916211765259504
3,1,500,5,500,2.2062864396721125
3,1,500,4,500,1.901649633422494
3,1,500,3,501,2.6572506204247475
3,1,500,2,500,4.087441964074969
3,1,500,1,500,7.415953196585178
3,1,50,12,60,0.05006430111825466
3,1,50,11,55,0.05043199099600315
3,1,50,10,50,0.04425754211843014
3,1,50,9,54,0.04480558820068836
3,1,50,8,56,0.05313960462808609
3,1,50,7,56,0.05005940608680248
3,1,50,6,54,0.046923404559493065
3,1,50,5,50,0.04693826474249363
3,1,50,4,52,0.06150107644498348
3,1,50,3,51,0.050678158178925514
3,1,50,2,50,0.07966865412890911
3,1,50,1,50,0.09690801240503788
4,1,2500,12,2508,24.086178528144956
4,1,2500,11,2508,25.709343377500772
4,1,2500,10,2500,27.147926703095436
4,1,2500,9,2502,30.72753194719553
4,1,2500,8,2504,33.39006960950792
4,1,2500,7,2506,38.26992009207606
4,1,2500,6,2502,42.999458614736795
4,1,2500,5,2500,52.99628513492644
4,1,2500,4,2500,57.28026816435158
4,1,2500,3,2502,68.10863128118217
4,1,2500,2,2500,110.55647910386324
4,1,2500,1,2500,204.75653541460633
4,1,500,12,504,1.0085562765598297
4,1,500,11,506,1.0904782563447952
4,1,500,10,500,1.4561518765985966
4,1,500,9,504,1.282915510237217
4,1,500,8,504,1.5039315037429333
4,1,500,7,504,1.9480379968881607
4,1,500,6,504,1.81275275349617
4,1,500,5,500,2.218656810000539
4,1,500,4,500,1.994397446513176
4,1,500,3,501,3.617132091894746
4,1,500,2,500,3.985215464606881
4,1,500,1,500,7.776610780507326
4,1,50,12,60,0.05244385451078415
4,1,50,11,55,0.054584432393312454
4,1,50,10,50,0.4140275567770004
4,1,50,9,54,0.04625491052865982
4,1,50,8,56,0.056467125192284584
4,1,50,7,56,0.050552768632769585
4,1,50,6,54,0.04994622431695461
4,1,50,5,50,0.046785760670900345
4,1,50,4,52,0.0512789748609066
4,1,50,3,51,0.05986697040498257
4,1,50,2,50,0.060589274391531944
4,1,50,1,50,0.09713340736925602
5,1,2500,12,2508,28.452793357893825
5,1,2500,11,2508,27.03248563595116
5,1,2500,10,2500,31.01555468328297
5,1,2500,9,2502,30.33538904041052
5,1,2500,8,2504,34.2086056470871
5,1,2500,7,2506,37.92162916623056
5,1,2500,6,2502,40.29853049106896
5,1,2500,5,2500,52.46591011621058
5,1,2500,4,2500,61.36207336746156
5,1,2500,3,2502,87.81843378208578
5,1,2500,2,2500,110.9651916064322
5,1,2500,1,2500,217.10597144812346
5,1,500,12,504,1.0582872945815325
5,1,500,11,506,1.1042258385568857
5,1,500,10,500,1.1571325734257698
5,1,500,9,504,1.288961911574006
5,1,500,8,504,1.4218098856508732
5,1,500,7,504,1.6141671445220709
5,1,500,6,504,1.9300181474536657
5,1,500,5,500,2.1602724082767963
5,1,500,4,500,2.147600717842579
5,1,500,3,501,3.264319969341159
5,1,500,2,500,5.178023166954517
5,1,500,1,500,7.771526034921408
5,1,50,12,60,0.04969894699752331
5,1,50,11,55,0.05691983178257942
5,1,50,10,50,0.04468390718102455
5,1,50,9,54,0.04486198164522648
5,1,50,8,56,0.049259353429079056
5,1,50,7,56,0.052312398329377174
5,1,50,6,54,0.048840636387467384
5,1,50,5,50,0.050607193261384964
5,1,50,4,52,0.045264726504683495
5,1,50,3,51,0.0498611144721508
5,1,50,2,50,0.06366096809506416
5,1,50,1,50,0.0962822251021862
