i,zad,N,np,real_N,time
6,2,2000,15,2010,11.297963049961254
6,2,2000,16,2000,10.456841912819073
6,2,2000,17,2006,10.395096288993955
6,2,2000,18,2016,10.599070080090314
6,2,2000,19,2014,10.323747490067035
6,2,2000,20,2000,5.251797867007554
6,2,300,1,300,1.6104937179479748
6,2,300,2,300,1.4244467259850353
6,2,300,3,300,0.6540690979454666
6,2,300,4,300,0.6993432780727744
6,2,300,5,300,0.4365785790141672
6,2,300,6,300,0.5034573548473418
6,2,300,7,301,0.41807869100011885
6,2,300,8,304,0.3916752729564905
6,2,300,9,306,0.3308400339446962
6,2,300,10,300,0.3107843869365752
6,2,300,11,308,0.2700672820210457
6,2,300,12,300,0.2031900070142001
6,2,300,13,312,0.2814750438556075
6,2,300,14,308,0.355097577907145
6,2,300,15,300,0.3581033810041845
6,2,300,16,304,0.3199255589861423
6,2,300,17,306,0.3180551619734615
6,2,300,18,306,0.3655664750840515
6,2,300,19,304,0.3210053669754416
6,2,300,20,300,0.27521098614670336
6,2,50,1,50,0.12226970680058002
6,2,50,2,50,0.09633812098763883
6,2,50,3,51,0.0652311141602695
6,2,50,4,52,0.06939832004718482
6,2,50,5,50,0.06460938393138349
6,2,50,6,54,0.05593314114958048
6,2,50,7,56,0.049206170020624995
6,2,50,8,56,0.05208166502416134
6,2,50,9,54,0.06261430284939706
6,2,50,10,50,0.058295697905123234
6,2,50,11,55,0.05952194705605507
6,2,50,12,60,0.06579968892037868
6,2,50,13,52,0.05890987697057426
6,2,50,14,56,0.08214363595470786
6,2,50,15,60,0.11634357203729451
6,2,50,16,64,0.0742497369647026
6,2,50,17,51,0.10525285499170423
6,2,50,18,54,0.07792843203060329
6,2,50,19,57,0.16206639492884278
6,2,50,20,60,0.06453214096836746
7,2,2000,1,2000,56.85381240211427
7,2,2000,2,2000,42.96876239380799
7,2,2000,3,2001,17.99362661782652
7,2,2000,4,2000,17.342884534038603
7,2,2000,5,2000,12.32212787005119
7,2,2000,6,2004,11.61628944799304
7,2,2000,7,2002,9.410124371061102
7,2,2000,8,2000,9.038059749873355
7,2,2000,9,2007,7.704735453007743
7,2,2000,10,2000,7.313108469126746
7,2,2000,11,2002,7.944889057893306
7,2,2000,12,2004,7.834616624051705
7,2,2000,13,2002,6.960982504999265
7,2,2000,14,2002,12.26165252784267
7,2,2000,15,2010,10.79505713400431
7,2,2000,16,2000,10.667070822091773
7,2,2000,17,2006,10.292070409050211
7,2,2000,18,2016,10.63995783496648
7,2,2000,19,2014,9.954366606893018
7,2,2000,20,2000,5.232371279038489
7,2,300,1,300,1.6099044310394675
7,2,300,2,300,1.281715519959107
7,2,300,3,300,0.6729576799552888
7,2,300,4,300,0.6931535168550909
7,2,300,5,300,0.3202307289466262
7,2,300,6,300,0.5141409779898822
7,2,300,7,301,0.3069025301374495
7,2,300,8,304,0.36900403210893273
7,2,300,9,306,0.37247862410731614
7,2,300,10,300,0.345873803133145
7,2,300,11,308,0.308338024886325
7,2,300,12,300,0.25788515992462635
7,2,300,13,312,0.27910379716195166
7,2,300,14,308,0.3801315547898412
7,2,300,15,300,0.3140509179793298
7,2,300,16,304,0.3466192060150206
7,2,300,17,306,0.3307366219814867
7,2,300,18,306,0.32407885883003473
7,2,300,19,304,0.3270671279169619
7,2,300,20,300,0.273220808012411
7,2,50,1,50,0.1320378768723458
7,2,50,2,50,0.09104038891382515
7,2,50,3,51,0.06131997215561569
7,2,50,4,52,0.0772389059420675
7,2,50,5,50,0.05683356011286378
7,2,50,6,54,0.05238819890655577
7,2,50,7,56,0.05073222401551902
7,2,50,8,56,0.05126467905938625
7,2,50,9,54,0.061240665847435594
7,2,50,10,50,0.04798665689304471
7,2,50,11,55,0.05355190997943282
7,2,50,12,60,0.06587494304403663
7,2,50,13,52,0.04516711295582354
7,2,50,14,56,0.07323314878158271
7,2,50,15,60,0.08023165888153017
7,2,50,16,64,0.07027179817669094
7,2,50,17,51,0.09011432901024818
7,2,50,18,54,0.11608275095932186
7,2,50,19,57,0.10563435405492783
7,2,50,20,60,0.06642298609949648
8,2,2000,1,2000,66.86709516192786
8,2,2000,2,2000,47.21040736301802
8,2,2000,3,2001,20.913730847882107
8,2,2000,4,2000,19.09873317508027
8,2,2000,5,2000,11.665285003138706
8,2,2000,6,2004,12.496943082194775
8,2,2000,7,2002,9.889035439817235
8,2,2000,8,2000,9.066405860939994
8,2,2000,9,2007,7.810724487062544
8,2,2000,10,2000,7.388983634999022
8,2,2000,11,2002,7.457731073023751
8,2,2000,12,2004,7.435027482919395
8,2,2000,13,2002,6.607891693012789
8,2,2000,14,2002,12.51706884498708
8,2,2000,15,2010,10.705096514197066
8,2,2000,16,2000,10.482357039814815
8,2,2000,17,2006,10.406054655089974
8,2,2000,18,2016,10.866057554027066
8,2,2000,19,2014,10.324459317838773
8,2,2000,20,2000,4.86826384300366
8,2,300,1,300,1.5135969510301948
8,2,300,2,300,1.1805800918955356
8,2,300,3,300,0.5312061170116067
8,2,300,4,300,0.6226344180759043
8,2,300,5,300,0.46863275300711393
8,2,300,6,300,0.5071114921011031
8,2,300,7,301,0.40525933098979294
8,2,300,8,304,0.40045294212177396
8,2,300,9,306,0.34185121511109173
8,2,300,10,300,0.35457540582865477
8,2,300,11,308,0.42231500800698996
8,2,300,12,300,0.39387732092291117
8,2,300,13,312,0.27996301813982427
8,2,300,14,308,0.36802872200496495
8,2,300,15,300,0.32412593998014927
8,2,300,16,304,0.3170464960858226
8,2,300,17,306,0.34411467192694545
8,2,300,18,306,0.3280405499972403
8,2,300,19,304,0.3500939679797739
8,2,300,20,300,0.18670462304726243
8,2,50,1,50,0.05872418195940554
8,2,50,2,50,0.0995007639285177
8,2,50,3,51,0.05981585895642638
8,2,50,4,52,0.028983342926949263
8,2,50,5,50,0.0579069631639868
8,2,50,6,54,0.028205313021317124
8,2,50,7,56,0.05307833314873278
8,2,50,8,56,0.05173002718947828
8,2,50,9,54,0.026688061887398362
8,2,50,10,50,0.046816515969112515
8,2,50,11,55,0.04442084301263094
8,2,50,12,60,0.08149959612637758
8,2,50,13,52,0.05570877599529922
8,2,50,14,56,0.11119717895053327
8,2,50,15,60,0.10034825396724045
8,2,50,16,64,0.08319014799781144
8,2,50,17,51,0.085092943161726
8,2,50,18,54,0.08527244394645095
8,2,50,19,57,0.09822751418687403
8,2,50,20,60,0.07757713086903095
9,2,2000,1,2000,58.06489101285115
9,2,2000,2,2000,41.6874847849831
9,2,2000,3,2001,22.15252979611978
9,2,2000,4,2000,19.176511311205104
9,2,2000,5,2000,12.546265391865745
9,2,2000,6,2004,12.910996177932248
9,2,2000,7,2002,9.370659111998975
9,2,2000,8,2000,10.015749680111185
9,2,2000,9,2007,8.24604445300065
9,2,2000,10,2000,8.041679812828079
9,2,2000,11,2002,7.806138800922781
9,2,2000,12,2004,8.200261375168338
9,2,2000,13,2002,6.930159243987873
9,2,2000,14,2002,12.230963806156069
9,2,2000,15,2010,10.68104986497201
9,2,2000,16,2000,10.510157953947783
9,2,2000,17,2006,10.553044706117362
9,2,2000,18,2016,10.829080602852628
9,2,2000,19,2014,9.872687259921804
9,2,2000,20,2000,5.090115159982815
9,2,300,1,300,1.5778284640982747
9,2,300,2,300,1.2089875179808587
9,2,300,3,300,0.6104412858840078
9,2,300,4,300,0.6761229720432311
9,2,300,5,300,0.45216743694618344
9,2,300,6,300,0.5633525098673999
9,2,300,7,301,0.448799790116027
9,2,300,8,304,0.42645065183751285
9,2,300,9,306,0.35793431592173874
9,2,300,10,300,0.38059560395777225
9,2,300,11,308,0.3642844860441983
9,2,300,12,300,0.3778780100401491
9,2,300,13,312,0.33135973010212183
9,2,300,14,308,0.3518055221065879
9,2,300,15,300,0.36504263477399945
9,2,300,16,304,0.35725439595989883
9,2,300,17,306,0.32224348396994174
9,2,300,18,306,0.322563884081319
9,2,300,19,304,0.31506898417137563
9,2,300,20,300,0.22874291613698006
9,2,50,1,50,0.11316642607562244
9,2,50,2,50,0.09008955396711826
9,2,50,3,51,0.06151234800927341
9,2,50,4,52,0.06078636017628014
9,2,50,5,50,0.05117150489240885
9,2,50,6,54,0.05435894220136106
9,2,50,7,56,0.05655126483179629
9,2,50,8,56,0.05113389901816845
9,2,50,9,54,0.05892466497607529
9,2,50,10,50,0.04821101878769696
9,2,50,11,55,0.053808287950232625
9,2,50,12,60,0.064890013076365
9,2,50,13,52,0.03932671807706356
9,2,50,14,56,0.07737623690627515
9,2,50,15,60,0.08335862890817225
9,2,50,16,64,0.09018206200562418
9,2,50,17,51,0.09711856790818274
9,2,50,18,54,0.09090804099105299
9,2,50,19,57,0.09424098604358733
9,2,50,20,60,0.0647202730178833
10,2,2000,1,2000,57.077460961882025
10,2,2000,2,2000,39.24303395510651
10,2,2000,3,2001,17.928179024951532
10,2,2000,4,2000,17.399621478049085
10,2,2000,5,2000,11.357033713022247
10,2,2000,6,2004,12.547401678049937
10,2,2000,7,2002,9.380492752883583
10,2,2000,8,2000,9.360359182115644
10,2,2000,9,2007,8.333164957817644
10,2,2000,10,2000,8.251317529007792
10,2,2000,11,2002,7.757845557061955
10,2,2000,12,2004,7.84109921217896
10,2,2000,13,2002,6.784826045157388
10,2,2000,14,2002,12.094313765177503
10,2,2000,15,2010,10.771164110163227
10,2,2000,16,2000,12.049966306891292
10,2,2000,17,2006,10.636092648142949
10,2,2000,18,2016,10.47622280404903
10,2,2000,19,2014,9.926252273842692
10,2,2000,20,2000,5.298117932165042
10,2,300,1,300,1.8008004040457308
10,2,300,2,300,1.2984751570038497
10,2,300,3,300,0.6693750531412661
10,2,300,4,300,0.6362527019809932
10,2,300,5,300,0.5162736380007118
10,2,300,6,300,0.42167490092106164
10,2,300,7,301,0.4410781350452453
10,2,300,8,304,0.4100431918632239
10,2,300,9,306,0.22094029607251287
10,2,300,10,300,0.21026858896948397
10,2,300,11,308,0.22298418008722365
10,2,300,12,300,0.3575029650237411
10,2,300,13,312,0.3651664841454476
10,2,300,14,308,0.37601453298702836
10,2,300,15,300,0.3050826690159738
10,2,300,16,304,0.335794520098716
10,2,300,17,306,0.3428824229631573
10,2,300,18,306,0.32069375016726553
10,2,300,19,304,0.30082607408985496
10,2,300,20,300,0.26922365091741085
10,2,50,1,50,0.12738451501354575
10,2,50,2,50,0.10890525509603322
10,2,50,3,51,0.061107325134798884
10,2,50,4,52,0.06110273813828826
10,2,50,5,50,0.05268290778622031
10,2,50,6,54,0.06588088604621589
10,2,50,7,56,0.0557099268771708
10,2,50,8,56,0.06787603697739542
10,2,50,9,54,0.06159166502766311
10,2,50,10,50,0.05583818699233234
10,2,50,11,55,0.04823608207516372
10,2,50,12,60,0.08639324107207358
10,2,50,13,52,0.04550484917126596
10,2,50,14,56,0.10726898582652211
10,2,50,15,60,0.09128937311470509
10,2,50,16,64,0.11132115498185158
10,2,50,17,51,0.07910716300830245
10,2,50,18,54,0.11109777307137847
10,2,50,19,57,0.09223408601246774
10,2,50,20,60,0.0501778949983418
