i,zad,N,np,real_N,time
3,3,100,17,102,0.6970260962843895
3,3,100,16,112,0.8838249519467354
3,3,100,15,105,0.7920920010656118
3,3,100,14,112,0.5183192957192659
3,3,100,13,104,0.4595244415104389
3,3,100,12,108,0.5426639690995216
3,3,100,11,110,0.5653115771710873
3,3,100,10,100,0.4639726635068655
3,3,100,9,108,0.4602934718132019
3,3,100,8,104,0.6001848801970482
3,3,100,7,105,0.5964045077562332
3,3,100,6,102,0.7121532261371613
3,3,100,5,100,0.7746779508888721
3,3,100,4,100,1.035187192261219
3,3,100,3,102,1.1771571263670921
3,3,100,2,100,2.4401557501405478
3,3,100,1,100,3.364762634038925
4,3,1000,20,1000,25.435338746756315
4,3,1000,19,1007,51.138413889333606
4,3,1000,18,1008,54.50317736901343
4,3,1000,17,1003,48.07917867042124
4,3,1000,16,1008,54.64361593686044
4,3,1000,15,1005,56.71409589610994
4,3,1000,14,1008,36.38069844804704
4,3,1000,13,1001,36.206947077065706
4,3,1000,12,1008,43.69672646932304
4,3,1000,11,1001,43.08767964877188
4,3,1000,10,1000,42.42112545855343
4,3,1000,9,1008,37.80571428500116
4,3,1000,8,1000,48.439489444717765
4,3,1000,7,1001,46.433925464749336
4,3,1000,6,1002,63.801438016816974
4,3,1000,5,1000,67.89386213198304
4,3,1000,4,1000,101.28624779731035
4,3,1000,3,1002,107.1371801532805
4,3,1000,2,1000,237.47843541763723
4,3,1000,1,1000,339.49921722896397
4,3,100,20,100,0.38019780814647675
4,3,100,19,114,0.9803172238171101
4,3,100,18,108,0.9460351970046759
4,3,100,17,102,0.7207125630229712
4,3,100,16,112,0.8845390621572733
4,3,100,15,105,0.7736018374562263
4,3,100,14,112,0.5466461703181267
4,3,100,13,104,0.46375888027250767
4,3,100,12,108,0.5600749142467976
4,3,100,11,110,0.6047264132648706
4,3,100,10,100,0.43947964906692505
4,3,100,9,108,0.5012409593909979
4,3,100,8,104,0.5426856726408005
4,3,100,7,105,0.5884863175451756
4,3,100,6,102,0.7478946782648563
4,3,100,5,100,0.8102832194417715
4,3,100,4,100,1.2340965177863836
4,3,100,3,102,1.1982240062206984
4,3,100,2,100,2.3944616243243217
4,3,100,1,100,3.6107958145439625
5,3,1000,20,1000,26.309359399601817
5,3,1000,19,1007,53.415976675227284
5,3,1000,18,1008,54.04436285980046
5,3,1000,17,1003,51.202392568811774
5,3,1000,16,1008,54.7864881940186
5,3,1000,15,1005,54.2815092112869
5,3,1000,14,1008,36.20893640443683
5,3,1000,13,1001,37.031973795965314
5,3,1000,12,1008,43.63239919021726
5,3,1000,11,1001,44.45094920694828
5,3,1000,10,1000,41.550459606572986
5,3,1000,9,1008,39.219780595973134
5,3,1000,8,1000,45.65616140328348
5,3,1000,7,1001,47.040720611810684
5,3,1000,6,srun: error: Unable to create job step: Job/step already completing or completed
slurmstepd: error: *** JOB 10171973 ON n1018-amd CANCELLED AT 2022-01-12T02:16:26 DUE TO TIME LIMIT ***
