i,zad,N,np,real_N,time
3,1,2000,13,2002,13.520839497447014
3,1,2000,14,2002,12.511157577857375
3,1,2000,15,2010,20.7020450104028
3,1,2000,16,2000,21.340030569583178
3,1,2000,17,2006,18.600842606276274
3,1,2000,18,2016,19.734182504937053
3,1,2000,19,2014,19.457839153707027
3,1,2000,20,2000,9.514371065422893
3,1,300,1,300,2.8103548865765333
3,1,300,2,300,1.3992313034832478
3,1,300,3,300,0.9326928723603487
3,1,300,4,300,0.7134068459272385
3,1,300,5,300,0.6274304948747158
3,1,300,6,300,0.482102382928133
3,1,300,7,301,0.4746741522103548
3,1,300,8,304,0.38023363426327705
3,1,300,9,306,0.39199553430080414
3,1,300,10,300,0.3178732916712761
3,1,300,11,308,0.40098936669528484
3,1,300,12,300,0.3806514758616686
3,1,300,13,312,0.35375155322253704
3,1,300,14,308,0.3221524581313133
3,1,300,15,300,0.5290961619466543
3,1,300,16,304,0.5589831955730915
3,1,300,17,306,0.4945790283381939
3,1,300,18,306,0.5387576203793287
3,1,300,19,304,0.5283180642873049
3,1,300,20,300,0.23913417384028435
3,1,50,1,50,0.10450651682913303
3,1,50,2,50,0.059958480298519135
3,1,50,3,51,0.04842698946595192
3,1,50,4,52,0.04451334476470947
3,1,50,5,50,0.03915025107562542
3,1,50,6,54,0.04079253226518631
3,1,50,7,56,0.03812612034380436
3,1,50,8,56,0.03666691295802593
3,1,50,9,54,0.03534269891679287
3,1,50,10,50,0.03329451382160187
3,1,50,11,55,0.04402417503297329
3,1,50,12,60,0.05693737789988518
3,1,50,13,52,0.040917983278632164
3,1,50,14,56,0.038137027993798256
3,1,50,15,60,0.08016657829284668
3,1,50,16,64,0.08107670396566391
3,1,50,17,51,0.06763518042862415
3,1,50,18,54,0.13365891762077808
3,1,50,19,57,0.09747366607189178
3,1,50,20,60,0.05642835423350334
4,1,2000,1,2000,119.05379121750593
4,1,2000,2,2000,66.58168330229819
4,1,2000,3,2001,40.76077226549387
4,1,2000,4,2000,31.105013646185398
4,1,2000,5,2000,32.64409300126135
4,1,2000,6,2004,21.15130778774619
4,1,2000,7,2002,20.22169685177505
4,1,2000,8,2000,16.0214579179883
4,1,2000,9,2007,15.509666256606579
4,1,2000,10,2000,16.14294874854386
4,1,2000,11,2002,15.76376742310822
4,1,2000,12,2004,14.841359348967671
4,1,2000,13,2002,13.319253783673048
4,1,2000,14,2002,12.587721783667803
4,1,2000,15,2010,20.490291828289628
4,1,2000,16,2000,19.35873238556087
4,1,2000,17,2006,18.7927699200809
4,1,2000,18,2016,19.92532081902027
4,1,2000,19,2014,19.71940058656037
4,1,2000,20,2000,9.197253942489624
4,1,300,1,300,2.8245988581329584
4,1,300,2,300,1.38564177416265
4,1,300,3,300,0.9469586685299873
4,1,300,4,300,0.7045437786728144
4,1,300,5,300,0.6214547771960497
4,1,300,6,300,0.5072211679071188
4,1,300,7,301,0.4174474459141493
4,1,300,8,304,0.4290109518915415
4,1,300,9,306,0.36186585761606693
4,1,300,10,300,0.32067657075822353
4,1,300,11,308,0.44075343757867813
4,1,300,12,300,0.3703712746500969
4,1,300,13,312,0.3569997437298298
4,1,300,14,308,0.32357913441956043
4,1,300,15,300,0.5499414466321468
4,1,300,16,304,0.5489431954920292
4,1,300,17,306,0.5118508208543062
4,1,300,18,306,0.5658214278519154
4,1,300,19,304,0.5207186322659254
4,1,300,20,300,0.240937365218997
4,1,50,1,50,0.09717971086502075
4,1,50,2,50,0.05980266258120537
4,1,50,3,51,0.051552118733525276
4,1,50,4,52,0.04607381485402584
4,1,50,5,50,0.038465408608317375
4,1,50,6,54,0.03978946805000305
4,1,50,7,56,0.03862973488867283
4,1,50,8,56,0.03655066899955273
4,1,50,9,54,0.03574264049530029
4,1,50,10,50,0.03383008390665054
4,1,50,11,55,0.04293820448219776
4,1,50,12,60,0.0464736670255661
4,1,50,13,52,0.03732656314969063
4,1,50,14,56,0.0394988339394331
4,1,50,15,60,0.08995519205927849
4,1,50,16,64,0.09158368222415447
4,1,50,17,51,0.07213897071778774
4,1,50,18,54,0.10917379893362522
4,1,50,19,57,0.09242136403918266
4,1,50,20,60,0.04493720643222332
5,1,2000,1,2000,118.56858420185745
5,1,2000,2,2000,59.635914362967014
5,1,2000,3,2001,40.72917567938566
5,1,2000,4,2000,36.53259349055588
5,1,2000,5,2000,25.351709535345435
5,1,2000,6,2004,21.30632819235325
5,1,2000,7,2002,17.887206867337227
5,1,2000,8,2000,15.603540733456612
5,1,2000,9,2007,14.317725917324424
5,1,2000,10,2000,12.85966481268406
5,1,2000,11,2002,16.639280615374446
5,1,2000,12,2004,14.929748395457864
5,1,2000,13,2002,13.49245373159647
5,1,2000,14,2002,12.66101205535233
5,1,2000,15,2010,20.629192516207695
5,1,2000,16,2000,19.40538777410984
5,1,2000,17,2006,18.714690625667572
5,1,2000,18,2016,19.867892418056726
5,1,2000,19,2014,19.56108290888369
5,1,2000,20,2000,9.746233871206641
5,1,300,1,300,2.7103992085903883
5,1,300,2,300,1.3856908772140741
5,1,300,3,300,0.9758184906095266
5,1,300,4,300,0.7086797766387463
5,1,300,5,300,0.5966293662786484
5,1,300,6,300,0.6431582923978567
5,1,300,7,301,0.4220339432358742
5,1,300,8,304,0.39570652320981026
5,1,300,9,306,0.36748264357447624
5,1,300,10,300,0.313874751329422
5,1,300,11,308,0.40503074042499065
5,1,300,12,300,0.359875850379467
5,1,300,13,312,0.3478382844477892
5,1,300,14,308,0.3213256560266018
5,1,300,15,300,0.5214182641357183
5,1,300,16,304,0.5124777480959892
5,1,300,17,306,0.5409402623772621
5,1,300,18,306,0.5322949960827827
5,1,300,19,304,0.501883964985609
5,1,300,20,300,0.23472624272108078
5,1,50,1,50,0.10245787538588047
5,1,50,2,50,0.06020216643810272
5,1,50,3,51,0.04923524335026741
5,1,50,4,52,0.043296171352267265
5,1,50,5,50,0.03929515369236469
5,1,50,6,54,0.04040207341313362
5,1,50,7,56,0.038207972422242165
5,1,50,8,56,0.03636892884969711
5,1,50,9,54,0.03527570702135563
5,1,50,10,50,0.032917141914367676
5,1,50,11,55,0.042507026344537735
5,1,50,12,60,0.04055721499025822
5,1,50,13,52,0.03746410086750984
5,1,50,14,56,0.03876604698598385
5,1,50,15,60,0.1001259908080101
5,1,50,16,64,0.08461815305054188
5,1,50,17,51,0.08069559745490551
5,1,50,18,54,0.0844163540750742
5,1,50,19,57,0.10449645668268204
5,1,50,20,60,0.04131559655070305
6,1,2000,1,2000,121.4592043235898
6,1,2000,2,2000,60.77565374970436
6,1,2000,3,2001,41.613136526197195
6,1,2000,4,2000,39.54354031570256
6,1,2000,5,2000,26.66626687347889
6,1,2000,6,2004,21.832464072853327
6,1,2000,7,2002,17.455987019464374
6,1,2000,8,2000,15.153228713199496
6,1,2000,9,2007,14.135614229366183
6,1,2000,10,2000,12.629430847242475
6,1,2000,11,2002,15.811687471345067
6,1,2000,12,2004,14.876575635746121
6,1,2000,13,2002,13.25459335371852
6,1,2000,14,2002,12.41383302770555
6,1,2000,15,2010,21.41382842324674
6,1,2000,16,2000,21.375739332288504
6,1,2000,17,2006,19.341966211795807
6,1,2000,18,2016,19.41541089862585
6,1,2000,19,2014,19.022702399641275
6,1,2000,20,2000,9.006883028894663
6,1,300,1,300,2.683601962402463
6,1,300,2,300,1.4033711701631546
6,1,300,3,300,0.9645572546869516
6,1,300,4,300,0.7080467976629734
6,1,300,5,300,0.5868663806468248
6,1,300,6,300,0.4828216712921858
6,1,300,7,301,0.4326008316129446
6,1,300,8,304,0.3840841855853796
6,1,300,9,306,0.3665432594716549
6,1,300,10,300,0.34272842295467854
6,1,300,11,308,0.4114419259130955
6,1,300,12,300,0.352766428142786
6,1,300,13,312,0.36848530918359756
6,1,300,14,308,0.3367164582014084
6,1,300,15,300,0.5207881238311529
6,1,300,16,304,0.5175838433206081
6,1,300,17,306,0.5420171841979027
6,1,300,18,306,0.539865480735898
6,1,300,19,304,0.5206123050302267
6,1,300,20,300,0.25198012217879295
6,1,50,1,50,0.09578095935285091
6,1,50,2,50,0.07554503716528416
6,1,50,3,51,0.050182217732071877
6,1,50,4,52,0.04281831346452236
6,1,50,5,50,0.03849298879504204
6,1,50,6,54,0.040810421109199524
6,1,50,7,56,0.037432124838232994
6,1,50,8,56,0.03636365011334419
6,1,50,9,54,0.034743960946798325
6,1,50,10,50,0.03302140161395073
6,1,50,11,55,0.04322601482272148
6,1,50,12,60,0.04173690266907215
6,1,50,13,52,0.03722798451781273
6,1,50,14,56,0.03788898140192032
6,1,50,15,60,0.08348284102976322
6,1,50,16,64,0.09570816531777382
6,1,50,17,51,0.08054500073194504
6,1,50,18,54,0.1276164259761572
6,1,50,19,57,0.10218397155404091
6,1,50,20,60,0.04657168313860893
7,1,2000,1,2000,119.04377803206444
7,1,2000,2,2000,62.02734463661909
7,1,2000,3,2001,41.68462541513145
7,1,2000,4,2000,34.8224456962198
7,1,2000,5,2000,28.993250669911504
7,1,2000,6,2004,24.644739996641874
7,1,2000,7,2002,17.65063306130469
7,1,2000,8,2000,17.38586512580514
7,1,2000,9,2007,14.559141466394067
7,1,2000,10,2000,16.68964783102274
7,1,2000,11,2002,16.02648041769862
7,1,2000,12,2004,14.645238403230906
7,1,2000,13,2002,13.140243005007505
7,1,2000,14,2002,12.36158567480743
7,1,2000,15,2010,23.588291704654694
7,1,2000,16,2000,19.708108726888895
7,1,2000,17,2006,18.361118659377098
7,1,2000,18,2016,20.04020234197378
7,1,2000,19,2014,18.885264670476317
7,1,2000,20,2000,9.209024962037802
7,1,300,1,300,2.6923812218010426
7,1,300,2,300,1.372060302644968
7,1,300,3,300,0.9717375133186579
7,1,300,4,300,0.7079531792551279
7,1,300,5,300,0.5883549526333809
7,1,300,6,300,0.5220713205635548
7,1,300,7,301,0.4255701154470444
7,1,300,8,304,0.38817127980291843
7,1,300,9,306,0.38961974158883095
7,1,300,10,300,0.3193517569452524
7,1,300,11,308,0.4029606506228447
7,1,300,12,300,0.3660922981798649
7,1,300,13,312,0.3537384979426861
7,1,300,14,308,0.3291438836604357
7,1,300,15,300,0.5559479091316462
7,1,300,16,304,0.5290940012782812
7,1,300,17,306,0.5574902705848217
7,1,300,18,306,0.5580219272524118
7,1,300,19,304,0.530993090942502
7,1,300,20,300,0.24083361588418484
7,1,50,1,50,0.09438639506697655
7,1,50,2,50,0.06500194035470486
7,1,50,3,51,0.047660062089562416
7,1,50,4,52,0.04324320890009403
7,1,50,5,50,0.04072673246264458
7,1,50,6,54,0.038812169805169106
7,1,50,7,56,0.04153289459645748
7,1,50,8,56,0.05002233386039734
7,1,50,9,54,0.03485890105366707
7,1,50,10,50,0.033778587356209755
7,1,50,11,55,0.043277956545352936
7,1,50,12,60,0.04249482788145542
7,1,50,13,52,0.0412004329264164
7,1,50,14,56,0.03869502805173397
7,1,50,15,60,0.09456634148955345
7,1,50,16,64,0.08328468166291714
7,1,50,17,51,0.08648559264838696
7,1,50,18,54,0.07823317684233189
7,1,50,19,57,0.09139477834105492
7,1,50,20,60,0.041399160400033
8,1,2000,1,2000,122.09874601475894
8,1,2000,2,2000,64.58538244105875
8,1,2000,3,2001,41.23923700116575
8,1,2000,4,2000,30.693326234817505
8,1,2000,5,2000,25.38867607153952
8,1,2000,6,2004,21.31039162352681
8,1,2000,7,2002,19.78046341240406
8,1,2000,8,2000,15.489967864006758
8,1,2000,9,2007,14.087868666276336
8,1,2000,10,2000,12.592892887070775
8,1,2000,11,2002,16.088670667260885
8,1,2000,12,2004,14.479284727945924
8,1,2000,13,2002,13.694029692560434
8,1,2000,14,2002,12.093795591965318
8,1,2000,15,2010,20.956553850322962
8,1,2000,16,2000,20.365700274705887
8,1,2000,17,2006,18.75154048576951
8,1,2000,18,2016,20.438834073022008
8,1,2000,19,2014,19.264683613553643
8,1,2000,20,2000,9.182335456833243
8,1,300,1,300,2.712510706856847
8,1,300,2,300,1.3861545715481043
8,1,300,3,300,0.9360900726169348
8,1,300,4,300,0.7166286762803793
8,1,300,5,300,0.5649465303868055
8,1,300,6,300,0.4822052661329508
8,1,300,7,301,0.43606751039624214
8,1,300,8,304,0.43087102472782135
8,1,300,9,306,0.36299590952694416
8,1,300,10,300,0.30835138261318207
8,1,300,11,308,0.4128839299082756
8,1,300,12,300,0.3521594014018774
8,1,300,13,312,0.36389209143817425
8,1,300,14,308,0.32243627309799194
8,1,300,15,300,0.555627366527915
8,1,300,16,304,0.5370561257004738
8,1,300,17,306,0.519867779687047
8,1,300,18,306,0.517777893692255
8,1,300,19,304,0.5240278635174036
8,1,300,20,300,0.23593959771096706
8,1,50,1,50,0.09563690610229969
8,1,50,2,50,0.0650545172393322
8,1,50,3,51,0.0496524553745985
8,1,50,4,52,0.05139446072280407
8,1,50,5,50,0.03824666887521744
8,1,50,6,54,0.03742804750800133
8,1,50,7,56,0.037764279171824455
8,1,50,8,56,0.038828419521450996
8,1,50,9,54,0.034189773723483086
8,1,50,10,50,0.03288404643535614
8,1,50,11,55,0.04288678430020809
8,1,50,12,60,0.052456604316830635
8,1,50,13,52,0.03715350478887558
8,1,50,14,56,0.43724614195525646
8,1,50,15,60,0.09991980716586113
8,1,50,16,64,0.08937203325331211
8,1,50,17,51,0.0950224194675684
8,1,50,18,54,0.0959225669503212
8,1,50,19,57,0.10494031570851803
8,1,50,20,60,0.042401207610964775
9,1,2000,1,2000,121.1200975291431
9,1,2000,2,2000,59.986495692282915
9,1,2000,3,2001,40.88322299532592
9,1,2000,4,2000,30.052669648081064
9,1,2000,5,2000,24.845327036455274
9,1,2000,6,2004,22.03004976734519
9,1,2000,7,2002,17.460788272321224
9,1,2000,8,2000,15.205150090157986
9,1,2000,9,2007,15.721483767032623
9,1,2000,10,2000,14.022601421922445
9,1,2000,11,2002,15.593462396413088
9,1,2000,12,2004,14.36927280947566
9,1,2000,13,2002,12.942103523761034
9,1,2000,14,2002,12.449319142848253
9,1,2000,15,2010,20.933103322982788
9,1,2000,16,2000,19.528905337676406
9,1,2000,17,2006,18.790018195286393
9,1,2000,18,2016,19.952924817800522
9,1,2000,19,2014,19.280774584040046
9,1,2000,20,2000,9.478875447064638
9,1,300,1,300,3.1634197179228067
9,1,300,2,300,1.357478866353631
9,1,300,3,300,0.933763949200511
9,1,300,4,300,0.7139795441180468
9,1,300,5,300,0.5946102850139141
9,1,300,6,300,0.479216480627656
9,1,300,7,301,0.4220664482563734
9,1,300,8,304,0.42395772971212864
9,1,300,9,306,0.3863520659506321
9,1,300,10,300,0.31634409353137016
9,1,300,11,308,0.40173097886145115
9,1,300,12,300,0.34692055732011795
9,1,300,13,312,0.3351932931691408
9,1,300,14,308,0.3155841287225485
9,1,300,15,300,0.5543026328086853
9,1,300,16,304,0.520476246252656
9,1,300,17,306,0.5119113493710756
9,1,300,18,306,0.5695882607251406
9,1,300,19,304,0.5186819825321436
9,1,300,20,300,0.23815170116722584
9,1,50,1,50,0.09543431550264359
9,1,50,2,50,0.059868860989809036
9,1,50,3,51,0.04854059778153896
9,1,50,4,52,0.04327160120010376
9,1,50,5,50,0.03767041116952896
9,1,50,6,54,0.0451872106641531
9,1,50,7,56,0.037107689306139946
9,1,50,8,56,0.04538048803806305
9,1,50,9,54,0.047499047592282295
9,1,50,10,50,0.03337196260690689
9,1,50,11,55,0.0427832156419754
9,1,50,12,60,0.04405566118657589
9,1,50,13,52,0.03702846169471741
9,1,50,14,56,0.038047920912504196
9,1,50,15,60,0.08025542832911015
9,1,50,16,64,0.0833316445350647
9,1,50,17,51,0.07548104412853718
9,1,50,18,54,0.10674959793686867
9,1,50,19,57,0.08939286321401596
9,1,50,20,60,0.041151877492666245
10,1,2000,1,2000,120.09479719772935
10,1,2000,2,2000,60.582329880446196
10,1,2000,3,2001,39.96916959062219
10,1,2000,4,2000,36.66861533932388
10,1,2000,5,2000,24.445443831384182
10,1,2000,6,2004,20.655137170106173
10,1,2000,7,2002,19.9733745213598
10,1,2000,8,2000,15.17755899950862
10,1,2000,9,2007,13.685665793716908
10,1,2000,10,2000,16.223358588293195
10,1,2000,11,2002,15.736925380304456
10,1,2000,12,2004,14.518062878400087
10,1,2000,13,2002,13.434053145349026
10,1,2000,14,2002,12.252314485609531
10,1,2000,15,2010,21.016360634937882
10,1,2000,16,2000,19.4164709597826
10,1,2000,17,2006,18.92343397065997
10,1,2000,18,2016,19.775879677385092
10,1,2000,19,2014,19.612995205447078
10,1,2000,20,2000,8.975997844710946
10,1,300,1,300,2.7218898311257362
10,1,300,2,300,1.3965281285345554
10,1,300,3,300,0.9239497110247612
10,1,300,4,300,0.712163308635354
10,1,300,5,300,0.5719698294997215
10,1,300,6,300,0.5150309205055237
10,1,300,7,301,0.48162296414375305
10,1,300,8,304,0.3769116383045912
10,1,300,9,306,0.3698730319738388
10,1,300,10,300,0.31345950812101364
10,1,300,11,308,0.39250458031892776
10,1,300,12,300,0.3486642651259899
10,1,300,13,312,0.34374248050153255
10,1,300,14,308,0.3311911914497614
10,1,300,15,300,0.5312154199928045
10,1,300,16,304,0.5257933549582958
10,1,300,17,306,0.4984708372503519
10,1,300,18,306,0.5793184917420149
10,1,300,19,304,0.5116008222103119
10,1,300,20,300,0.2350216545164585
10,1,50,1,50,0.09683928452432156
10,1,50,2,50,0.059143226593732834
10,1,50,3,51,0.048874808475375175
10,1,50,4,52,0.04320407472550869
10,1,50,5,50,0.03955759480595589
10,1,50,6,54,0.04149188473820686
10,1,50,7,56,0.03740360215306282
10,1,50,8,56,0.04469302482903004
10,1,50,9,54,0.03460627980530262
10,1,50,10,50,0.033753639087080956
10,1,50,11,55,0.04248750954866409
10,1,50,12,60,0.04247269034385681
10,1,50,13,52,0.039850348606705666
10,1,50,14,56,0.037623316049575806
10,1,50,15,60,0.07226943969726562
10,1,50,16,64,0.07710654847323895
10,1,50,17,51,0.08045727200806141
10,1,50,18,54,0.13703648000955582
10,1,50,19,57,0.07109114341437817
10,1,50,20,60,0.040158746764063835
