i,zad,N,np,real_N,time
4,1,300,11,308,0.43515308760106564
4,1,300,10,300,0.4538913145661354
4,1,300,9,306,0.5029853191226721
4,1,300,8,304,0.5441112648695707
4,1,300,7,301,0.6532175131142139
4,1,300,6,300,0.7125200908631086
4,1,300,5,300,0.7462566513568163
4,1,300,4,300,1.0518694389611483
4,1,300,3,300,1.1935114152729511
4,1,300,2,300,1.8797588609158993
4,1,300,1,300,4.026251329109073
4,1,50,20,60,0.044856516644358635
4,1,50,19,57,0.18124715983867645
4,1,50,18,54,0.1311925295740366
4,1,50,17,51,0.09780626557767391
4,1,50,16,64,0.11421964503824711
4,1,50,15,60,0.12096221186220646
4,1,50,14,56,0.09032944217324257
4,1,50,13,52,0.040301889181137085
4,1,50,12,60,0.04796141758561134
4,1,50,11,55,0.040706146508455276
4,1,50,10,50,0.039575278759002686
4,1,50,9,54,0.04375560022890568
4,1,50,8,56,0.046860262751579285
4,1,50,7,56,0.04807303845882416
4,1,50,6,54,0.051349954679608345
4,1,50,5,50,0.04883092641830444
4,1,50,4,52,0.051646046340465546
4,1,50,3,51,0.060582319274544716
4,1,50,2,50,0.07857478968799114
4,1,50,1,50,0.147220678627491
5,1,2000,20,2000,9.450617730617523
5,1,2000,19,2014,19.18583395704627
5,1,2000,18,2016,19.58241312764585
5,1,2000,17,2006,20.147777842357755
5,1,2000,16,2000,20.530886199325323
5,1,2000,15,2010,22.020466586574912
5,1,2000,14,2002,23.334708224982023
5,1,2000,13,2002,15.505765467882156
5,1,2000,12,2004,15.436307460069656
5,1,2000,11,2002,16.72913488559425
5,1,2000,10,2000,19.869623174890876
5,1,2000,9,2007,20.455818654969335
5,1,2000,8,2000,25.643284453079104
5,1,2000,7,2002,25.278155829757452
5,1,2000,6,2004,30.624843034893274
5,1,2000,5,2000,35.997633716091514
5,1,2000,4,2000,44.3295617736876
5,1,2000,3,2001,58.64121383614838
5,1,2000,2,2000,87.81122553348541
5,1,2000,1,2000,130.08768679760396
5,1,300,20,300,0.23952369578182697
5,1,300,19,304,0.5549772940576077
5,1,300,18,306,0.5116569604724646
5,1,300,17,306,0.5409526024013758
5,1,300,16,304,0.5503476765006781
5,1,300,15,300,0.6214602123945951
5,1,300,14,308,0.6242843214422464
5,1,300,13,312,0.39071090891957283
5,1,300,12,300,0.41101854480803013
5,1,300,11,308,0.42679327726364136
5,1,300,10,300,0.4370154272764921
5,1,300,9,306,0.506141722202301
5,1,300,8,304,0.5568013042211533
5,1,300,7,301,0.6093618702143431
5,1,300,6,300,0.7191520035266876
5,1,300,5,300,0.8089675083756447
5,1,300,4,300,1.0733803417533636
5,1,300,3,300,1.3628734517842531
5,1,300,2,300,1.9330819640308619
5,1,300,1,300,2.7824680786579847
5,1,50,20,60,0.0487313698977232
5,1,50,19,57,0.1457476168870926
5,1,50,18,54,0.1294400654733181
5,1,50,17,51,0.11172866635024548
5,1,50,16,64,0.1207171194255352
5,1,50,15,60,0.09737634472548962
5,1,50,14,56,0.09738917089998722
5,1,50,13,52,0.04281490109860897
5,1,50,12,60,0.043026987463235855
5,1,50,11,55,0.04460604302585125
5,1,50,10,50,0.0447810273617506
5,1,50,9,54,0.04353737272322178
5,1,50,8,56,0.05928425490856171
5,1,50,7,56,0.0492965430021286
5,1,50,6,54,0.048393307253718376
5,1,50,5,50,0.050774918869137764
5,1,50,4,52,0.05111054889857769
5,1,50,3,51,0.062320776283741
5,1,50,2,50,0.08628069795668125
5,1,50,1,50,0.09838873147964478
